participant_id,phase_id,trial_order,list,stimulus,condition,catch,response,accuracy,rt,age,rt_measure
0AiLv,3,214,11,atpis,SPW,test,non-word,1,549,39,keypress
0AiLv,4,329,10,breakable,CW,test,word,1,597,39,keypress
0AiLv,4,325,10,digibul,SPW,test,non-word,1,474,39,keypress
0AiLv,3,293,11,coo,SW,test,word,1,1223,39,keypress
0AiLv,1,4,15,jused,SPW,test,non-word,1,642,39,keypress
0AiLv,1,5,15,curable,CW,test,word,1,746,39,keypress
0AiLv,1,96,15,ykktmt,NW,test,non-word,1,481,39,keypress
0AiLv,2,174,10,fryle,SPW,test,non-word,1,703,39,keypress
0AiLv,3,295,10,crisret,SPW,test,non-word,1,654,39,keypress
0AiLv,3,211,15,thrillism,CPW,test,non-word,1,773,39,keypress
0AiLv,4,334,11,hospital,SW,catch,word,1,538,39,keypress
0AiLv,1,52,10,shootion,CPW,test,non-word,1,772,39,keypress
0AiLv,3,219,11,repelate,CPW,test,non-word,1,789,39,keypress
0AiLv,3,220,11,resterd,SPW,test,non-word,1,928,39,keypress
0AiLv,3,265,11,crusher,CW,test,word,1,546,39,keypress
0AiLv,1,17,10,excusy,CPW,test,non-word,1,631,39,keypress
0AiLv,4,304,11,cyclor,CPW,test,non-word,1,1498,39,keypress
0AiLv,3,221,15,udltnohp,NW,test,non-word,1,520,39,keypress
0AiLv,2,181,10,blandor,CPW,test,non-word,1,1032,39,keypress
0AiLv,2,182,10,efficient,SW,test,word,1,685,39,keypress
0AiLv,2,183,10,bascet,SPW,test,non-word,1,694,39,keypress
0AiLv,2,184,10,anemone,SW,test,word,1,1269,39,keypress
0AiLv,4,305,10,crasm,SPW,test,non-word,1,756,39,keypress
0AiLv,2,186,10,lerrave,SPW,test,non-word,1,725,39,keypress
0AiLv,2,187,10,edelweiss,SW,test,non-word,0,596,39,keypress
0AiLv,2,188,10,arousal,CW,test,word,1,638,39,keypress
0AiLv,3,226,15,shapeless,CW,test,word,1,761,39,keypress
0AiLv,2,189,11,iiebspfd,NW,test,non-word,1,494,39,keypress
0AiLv,4,314,11,badminton,SW,test,word,1,914,39,keypress
0AiLv,4,315,11,mistral,SW,test,word,1,926,39,keypress
0AiLv,1,65,10,skimmer,CW,test,word,1,723,39,keypress
0AiLv,3,234,10,frightful,CW,test,word,1,725,39,keypress
0AiLv,2,116,10,marketable,CW,test,word,1,781,39,keypress
0AiLv,2,117,10,paltry,SW,test,word,1,617,39,keypress
0AiLv,2,114,15,gewvjdguo,NW,catch,non-word,1,498,39,keypress
0AiLv,3,242,11,lenient,SW,test,word,1,818,39,keypress
0AiLv,3,243,11,purtuff,SPW,test,non-word,1,689,39,keypress
0AiLv,1,2,10,revelation,CW,test,word,1,772,39,keypress
0AiLv,4,373,15,booby,SW,test,non-word,0,1371,39,keypress
0AiLv,3,208,11,cloudize,CPW,test,non-word,1,680,39,keypress
0AiLv,3,253,15,zossie,SPW,test,non-word,1,578,39,keypress
0AiLv,3,254,15,puncher,CW,test,word,1,650,39,keypress
0AiLv,1,1,15,frizzy,CW,test,word,1,1098,39,keypress
0AiLv,4,327,10,more,SW,catch,word,1,545,39,keypress
0AiLv,3,259,11,giver,CW,test,word,1,568,39,keypress
0AiLv,1,11,10,pardonable,CW,test,word,1,1301,39,keypress
0AiLv,1,80,10,horny,CW,test,word,1,609,39,keypress
0AiLv,1,6,15,guile,SW,test,word,1,808,39,keypress
0AiLv,2,125,15,yhbvf,NW,test,non-word,1,460,39,keypress
0AiLv,3,262,11,bay,SW,test,word,1,670,39,keypress
0AiLv,3,212,15,ringary,CPW,test,non-word,1,603,39,keypress
0AiLv,1,86,10,jobbor,CPW,test,non-word,1,612,39,keypress
0AiLv,4,339,11,dsfsyew,NW,test,non-word,1,532,39,keypress
0AiLv,1,15,15,loosish,CPW,test,non-word,1,976,39,keypress
0AiLv,1,53,10,crawlion,CPW,test,non-word,1,610,39,keypress
0AiLv,1,12,15,hyfclsyl,NW,catch,non-word,1,526,39,keypress
0AiLv,1,17,15,benignless,CPW,test,non-word,1,876,39,keypress
0AiLv,1,94,10,divisible,CW,test,word,1,854,39,keypress
0AiLv,3,223,10,hatch,SW,test,word,1,579,39,keypress
0AiLv,4,347,11,leper,SW,test,non-word,0,739,39,keypress
0AiLv,1,21,15,manst,SPW,test,non-word,1,836,39,keypress
0AiLv,1,22,15,muchness,CW,test,non-word,0,987,39,keypress
0AiLv,1,23,15,distally,CW,test,non-word,0,802,39,keypress
0AiLv,4,341,10,abundant,CW,test,word,1,639,39,keypress
0AiLv,4,397,15,thematic,CW,test,word,1,1128,39,keypress
0AiLv,4,343,10,iynlwp,NW,test,non-word,1,526,39,keypress
0AiLv,1,29,15,uyhk,NW,test,non-word,1,520,39,keypress
0AiLv,3,229,10,mensol,SPW,test,non-word,1,846,39,keypress
0AiLv,3,271,15,otkptn,NW,test,non-word,1,546,39,keypress
0AiLv,3,272,15,spaniel,SW,test,word,1,1042,39,keypress
0AiLv,3,233,10,stapler,CW,test,word,1,704,39,keypress
0AiLv,1,73,15,gremlin,SW,test,word,1,726,39,keypress
0AiLv,1,74,15,deary,CW,test,word,1,916,39,keypress
0AiLv,3,278,11,advisable,CW,test,word,1,732,39,keypress
0AiLv,4,351,10,tgwbg,NW,test,non-word,1,470,39,keypress
0AiLv,4,319,11,laater,SPW,test,non-word,1,629,39,keypress
0AiLv,1,70,10,father,SW,catch,word,1,595,39,keypress
0AiLv,3,201,11,eiwtsbtt,NW,test,non-word,1,502,39,keypress
0AiLv,4,358,10,brownie,CW,test,word,1,651,39,keypress
0AiLv,1,6,10,vaginery,CPW,test,non-word,1,717,39,keypress
0AiLv,3,211,11,tnhwhti,NW,test,non-word,1,528,39,keypress
0AiLv,3,212,11,helpless,CW,test,word,1,682,39,keypress
0AiLv,3,255,11,keener,CW,test,non-word,0,1184,39,keypress
0AiLv,1,89,11,booze,SW,test,word,1,746,39,keypress
0AiLv,4,326,10,cemaceed,SPW,test,non-word,1,718,39,keypress
0AiLv,2,172,10,hilt,SW,test,word,1,1053,39,keypress
0AiLv,3,258,11,folder,CW,test,word,1,745,39,keypress
0AiLv,4,373,10,fiend,SW,test,word,1,663,39,keypress
0AiLv,3,261,11,iuiyi,NW,test,non-word,1,488,39,keypress
0AiLv,2,169,10,normal,CW,catch,word,1,637,39,keypress
0AiLv,1,82,10,raft,SW,test,word,1,554,39,keypress
0AiLv,3,213,15,curater,CPW,test,word,0,837,39,keypress
0AiLv,1,100,15,truts,SPW,test,non-word,1,1163,39,keypress
0AiLv,2,101,15,redness,CW,test,word,1,869,39,keypress
0AiLv,4,341,11,focant,SPW,test,non-word,1,634,39,keypress
0AiLv,1,16,10,boneless,CW,test,word,1,840,39,keypress
0AiLv,4,388,11,gtghyeoa,NW,test,non-word,1,524,39,keypress
0AiLv,2,182,15,orphan,SW,test,word,1,646,39,keypress
0AiLv,4,389,11,avidly,CW,test,word,1,1546,39,keypress
0AiLv,4,390,11,ntlhoycu,NW,test,non-word,1,799,39,keypress
0AiLv,2,185,15,boggy,CW,test,non-word,0,1850,39,keypress
0AiLv,1,18,11,otlwkiu,NW,test,non-word,1,593,39,keypress
0AiLv,2,132,11,drise,SPW,test,non-word,1,728,39,keypress
0AiLv,2,127,11,aehlu,NW,test,non-word,1,607,39,keypress
0AiLv,2,128,11,njadvtc,NW,test,non-word,1,497,39,keypress
0AiLv,4,303,15,hnvcy,NW,test,non-word,1,521,39,keypress
0AiLv,2,136,11,mfkiiun,NW,test,non-word,1,514,39,keypress
0AiLv,4,306,15,wave,SW,test,word,1,525,39,keypress
0AiLv,4,307,15,barbise,SPW,test,non-word,1,754,39,keypress
0AiLv,1,27,11,ukmxaa,NW,test,non-word,1,490,39,keypress
0AiLv,1,72,15,xhrhyrbi,NW,test,non-word,1,483,39,keypress
0AiLv,2,112,15,plungy,CPW,test,non-word,1,890,39,keypress
0AiLv,3,233,11,clog,SW,test,word,1,697,39,keypress
0AiLv,1,35,15,senile,SW,test,word,1,597,39,keypress
0AiLv,4,401,10,account,SW,test,word,1,542,39,keypress
0AiLv,4,352,10,porms,SPW,test,non-word,1,686,39,keypress
0AiLv,4,367,11,over,SW,catch,word,1,691,39,keypress
0AiLv,4,368,11,fateful,CW,test,word,1,658,39,keypress
0AiLv,4,318,10,ulster,SW,test,non-word,0,814,39,keypress
0AiLv,4,320,10,mousy,CW,test,word,1,850,39,keypress
0AiLv,3,207,11,symbolic,CW,test,word,1,789,39,keypress
0AiLv,4,324,10,wingless,CW,test,word,1,694,39,keypress
0AiLv,3,289,11,nktygrh,NW,test,non-word,1,625,39,keypress
0AiLv,1,2,15,srhtl,NW,test,non-word,1,814,39,keypress
0AiLv,1,10,10,coolic,CPW,test,non-word,1,637,39,keypress
0AiLv,4,330,11,catcher,CW,test,word,1,560,39,keypress
0AiLv,1,43,10,raider,CW,test,word,1,652,39,keypress
0AiLv,2,173,10,snwhytak,NW,test,non-word,1,471,39,keypress
0AiLv,2,168,10,nnnnuumhr,NW,catch,non-word,1,575,39,keypress
0AiLv,2,124,15,radial,CW,test,word,1,1018,39,keypress
0AiLv,3,294,10,wsfvyg,NW,test,non-word,1,470,39,keypress
0AiLv,1,83,10,eraser,CW,test,word,1,628,39,keypress
0AiLv,2,130,15,elementary,SW,test,word,1,736,39,keypress
0AiLv,1,87,10,mqywtmoei,NW,catch,non-word,1,527,39,keypress
0AiLv,4,343,15,riotance,CPW,test,non-word,1,826,39,keypress
0AiLv,3,299,10,cogentance,CPW,test,non-word,1,1212,39,keypress
0AiLv,3,300,10,radio,SW,catch,word,1,1845,39,keypress
0AiLv,4,301,10,auhnrxb,NW,test,non-word,1,518,39,keypress
0AiLv,4,302,10,fry,SW,test,word,1,715,39,keypress
0AiLv,4,303,10,ynmdmloe,NW,test,non-word,1,541,39,keypress
0AiLv,4,304,10,rsawyubh,NW,test,non-word,1,469,39,keypress
0AiLv,4,349,15,gainful,CW,test,word,1,1082,39,keypress
0AiLv,2,182,11,spaghetti,SW,test,word,1,712,39,keypress
0AiLv,2,183,11,helium,SW,test,word,1,740,39,keypress
0AiLv,4,351,15,ueehnei,NW,test,non-word,1,515,39,keypress
0AiLv,4,352,15,penalent,CPW,test,non-word,1,769,39,keypress
0AiLv,4,307,10,opium,SW,test,word,1,689,39,keypress
0AiLv,4,354,15,ravine,SW,test,word,1,899,39,keypress
0AiLv,4,313,11,gospel,SW,test,word,1,653,39,keypress
0AiLv,1,67,11,swood,SPW,test,non-word,1,765,39,keypress
0AiLv,1,64,10,aura,SW,test,word,1,650,39,keypress
0AiLv,3,232,11,aphasia,SW,test,non-word,0,865,39,keypress
0AiLv,2,193,15,fiddle,SW,test,word,1,644,39,keypress
0AiLv,4,401,11,fiendish,CW,test,word,1,823,39,keypress
0AiLv,3,235,11,indictable,CW,test,word,1,912,39,keypress
0AiLv,2,118,10,victorate,CPW,test,non-word,1,790,39,keypress
0AiLv,2,115,15,size,SW,test,word,1,662,39,keypress
0AiLv,1,69,10,reign,SW,test,word,1,558,39,keypress
0AiLv,3,244,11,cutence,CPW,test,non-word,1,629,39,keypress
0AiLv,4,357,10,tuner,CW,test,word,1,777,39,keypress
0AiLv,4,371,15,seamy,CW,test,non-word,0,992,39,keypress
0AiLv,4,321,10,iegtdmm,NW,test,non-word,1,568,39,keypress
0AiLv,4,325,11,lovism,CPW,test,non-word,1,795,39,keypress
0AiLv,4,322,10,tult,SPW,test,non-word,1,770,39,keypress
0AiLv,3,206,11,style,SW,test,word,1,581,39,keypress
0AiLv,3,256,11,odjelical,SPW,test,non-word,1,560,39,keypress
0AiLv,4,329,11,presence,SW,test,word,1,617,39,keypress
0AiLv,1,79,10,assignment,CW,test,word,1,666,39,keypress
0AiLv,2,127,15,ralitac,SPW,test,non-word,1,685,39,keypress
0AiLv,1,12,10,elf,SW,test,word,1,700,39,keypress
0AiLv,1,13,10,sou,SW,test,non-word,0,685,39,keypress
0AiLv,4,340,15,wytyt,NW,test,non-word,1,503,39,keypress
0AiLv,4,341,15,tnvhhn,NW,test,non-word,1,549,39,keypress
0AiLv,4,342,15,ncbghnswo,NW,catch,non-word,1,591,39,keypress
0AiLv,2,131,15,bland,SW,test,word,1,575,39,keypress
0AiLv,1,88,10,nnmfsgoa,NW,catch,non-word,1,490,39,keypress
0AiLv,4,342,11,timeless,CW,test,word,1,723,39,keypress
0AiLv,1,13,15,hulk,SW,test,word,1,739,39,keypress
0AiLv,1,92,10,thrifty,CW,test,word,1,706,39,keypress
0AiLv,4,344,11,ngmlci,NW,test,non-word,1,513,39,keypress
0AiLv,4,346,11,fialis,SPW,test,non-word,1,649,39,keypress
0AiLv,3,262,15,enspeach,SPW,test,non-word,1,961,39,keypress
0AiLv,3,263,15,concur,SW,test,word,1,646,39,keypress
0AiLv,3,264,15,vary,SW,test,word,1,626,39,keypress
0AiLv,1,26,15,chrome,SW,test,word,1,596,39,keypress
0AiLv,4,342,10,creepy,CW,test,word,1,583,39,keypress
0AiLv,1,28,15,gruglin,SPW,test,non-word,1,828,39,keypress
0AiLv,3,228,10,trarl,SPW,test,non-word,1,565,39,keypress
0AiLv,4,356,11,clueish,CPW,test,non-word,1,716,39,keypress
0AiLv,4,357,11,butteric,CPW,test,non-word,1,715,39,keypress
0AiLv,3,231,11,territory,SW,test,word,1,591,39,keypress
0AiLv,1,28,11,mournful,CW,test,word,1,735,39,keypress
0AiLv,2,150,15,oryuysi,NW,test,non-word,1,524,39,keypress
0AiLv,4,358,11,fndwbltzi,NW,catch,non-word,1,540,39,keypress
0AiLv,1,29,10,npnhi,NW,test,non-word,1,487,39,keypress
0AiLv,1,30,10,tempo,SW,test,word,1,716,39,keypress
0AiLv,2,119,10,furlot,SPW,test,non-word,1,572,39,keypress
0AiLv,4,353,10,sesame,SW,test,word,1,761,39,keypress
0AiLv,1,71,10,shitty,CW,test,word,1,687,39,keypress
0AiLv,4,322,11,vesper,SW,test,non-word,0,1101,39,keypress
0AiLv,1,45,15,garment,SW,test,word,1,635,39,keypress
0AiLv,3,254,11,grimy,CW,test,word,1,708,39,keypress
0AiLv,4,359,10,official,CW,test,word,1,587,39,keypress
0AiLv,1,7,10,checker,CW,test,word,1,586,39,keypress
0AiLv,1,8,10,county,SW,test,word,1,669,39,keypress
0AiLv,1,3,15,metallic,CW,test,word,1,658,39,keypress
0AiLv,4,363,10,btmnvih,NW,test,non-word,1,491,39,keypress
0AiLv,4,364,10,fiery,CW,test,word,1,692,39,keypress
0AiLv,3,257,11,shuffle,SW,test,word,1,566,39,keypress
0AiLv,3,209,15,ieedduiv,NW,test,non-word,1,532,39,keypress
0AiLv,3,210,15,scarcely,CW,test,word,1,729,39,keypress
0AiLv,1,49,11,twiggy,CW,test,word,1,774,39,keypress
0AiLv,4,339,15,tiaclo,SPW,test,non-word,1,737,39,keypress
0AiLv,1,84,10,showy,CW,test,word,1,749,39,keypress
0AiLv,3,263,11,finishity,CPW,test,non-word,1,681,39,keypress
0AiLv,3,264,11,berate,SW,test,word,1,889,39,keypress
0AiLv,2,144,10,exemptor,CPW,test,non-word,1,730,39,keypress
0AiLv,4,377,10,ermops,SPW,test,non-word,1,761,39,keypress
0AiLv,4,378,10,grassy,CW,test,word,1,583,39,keypress
0AiLv,4,379,10,edible,SW,test,word,1,539,39,keypress
0AiLv,4,380,10,gtsdmm,NW,test,non-word,1,501,39,keypress
0AiLv,4,381,10,adarie,SPW,test,non-word,1,727,39,keypress
0AiLv,1,15,11,pilferize,CPW,test,non-word,1,1148,39,keypress
0AiLv,2,126,11,proprietor,SW,test,word,1,1005,39,keypress
0AiLv,1,59,10,stinginess,CW,test,word,1,1038,39,keypress
0AiLv,1,60,10,nakedless,CPW,test,non-word,1,1055,39,keypress
0AiLv,2,135,11,notch,SW,test,word,1,731,39,keypress
0AiLv,4,311,11,organize,CW,test,word,1,591,39,keypress
0AiLv,4,305,15,merriment,CW,test,word,1,877,39,keypress
0AiLv,2,139,11,weedy,CW,test,word,1,764,39,keypress
0AiLv,3,273,10,cardez,SPW,test,non-word,1,580,39,keypress
0AiLv,2,111,15,propane,SW,test,word,1,689,39,keypress
0AiLv,3,274,10,diner,CW,test,word,1,663,39,keypress
0AiLv,3,275,10,eenlrhnj,NW,test,non-word,1,456,39,keypress
0AiLv,4,359,11,humanity,CW,test,word,1,842,39,keypress
0AiLv,4,360,11,ygcaylgh,NW,test,non-word,1,606,39,keypress
0AiLv,3,279,11,facial,CW,test,word,1,616,39,keypress
0AiLv,4,402,10,covertly,CW,test,word,1,796,39,keypress
0AiLv,4,354,10,shicos,SPW,test,non-word,1,590,39,keypress
0AiLv,4,369,11,alienate,CW,test,word,1,700,39,keypress
0AiLv,4,319,10,knight,SW,test,word,1,547,39,keypress
0AiLv,3,204,11,rhyske,SPW,test,non-word,1,534,39,keypress
0AiLv,3,292,11,assignent,CPW,test,word,0,739,39,keypress
0AiLv,1,91,15,enchant,SW,test,word,1,810,39,keypress
0AiLv,3,290,11,thrillery,CPW,test,non-word,1,844,39,keypress
0AiLv,1,9,10,jobber,CW,test,non-word,0,1004,39,keypress
0AiLv,1,46,10,hnynuhtc,NW,test,non-word,1,572,39,keypress
0AiLv,2,166,10,mishmash,SW,test,non-word,0,866,39,keypress
0AiLv,1,44,10,tickic,CPW,test,non-word,1,634,39,keypress
0AiLv,2,126,15,plod,SW,test,word,1,811,39,keypress
0AiLv,4,369,10,blussept,SPW,test,non-word,1,618,39,keypress
0AiLv,4,370,10,spolt,SPW,test,non-word,1,737,39,keypress
0AiLv,1,14,10,coolal,CPW,test,non-word,1,550,39,keypress
0AiLv,1,15,10,toadify,CPW,test,non-word,1,813,39,keypress
0AiLv,1,99,15,nay,SW,test,word,1,1015,39,keypress
0AiLv,2,175,10,ulna,SW,test,non-word,0,598,39,keypress
0AiLv,2,176,10,presser,CW,test,word,1,878,39,keypress
0AiLv,2,177,10,yhtuw,NW,test,non-word,1,515,39,keypress
0AiLv,2,102,15,severe,SW,test,word,1,597,39,keypress
0AiLv,1,54,10,princely,CW,test,word,1,1274,39,keypress
0AiLv,2,104,15,yttdyydodo,NW,catch,non-word,1,568,39,keypress
0AiLv,1,59,11,sugue,SPW,test,non-word,1,752,39,keypress
0AiLv,1,60,11,gage,SW,test,word,1,645,39,keypress
0AiLv,2,107,15,ohnknhuao,NW,catch,non-word,1,665,39,keypress
0AiLv,1,99,11,iahdwwiw,NW,test,non-word,1,529,39,keypress
0AiLv,3,265,15,otrxrf,NW,test,non-word,1,589,39,keypress
0AiLv,4,310,11,drale,SPW,test,non-word,1,721,39,keypress
0AiLv,2,102,11,venom,SW,test,word,1,638,39,keypress
0AiLv,4,312,11,gutment,CPW,test,non-word,1,713,39,keypress
0AiLv,1,66,11,stave,SW,test,word,1,1053,39,keypress
0AiLv,2,188,11,grindism,CPW,test,non-word,1,766,39,keypress
0AiLv,2,107,10,mercenary,SW,test,word,1,820,39,keypress
0AiLv,2,105,11,candidous,CPW,test,non-word,1,915,39,keypress
0AiLv,2,106,11,fleecance,CPW,test,non-word,1,772,39,keypress
0AiLv,3,277,10,kickity,CPW,test,non-word,1,587,39,keypress
0AiLv,4,402,11,snooper,CW,test,word,1,805,39,keypress
0AiLv,3,236,11,corpromity,SPW,test,non-word,1,1120,39,keypress
0AiLv,3,237,11,modulant,CPW,test,non-word,1,854,39,keypress
0AiLv,4,366,11,cinder,SW,test,word,1,810,39,keypress
0AiLv,2,116,15,jumper,CW,test,word,1,599,39,keypress
0AiLv,2,124,10,druggist,CW,test,non-word,0,691,39,keypress
0AiLv,1,43,15,vulatid,SPW,test,non-word,1,670,39,keypress
0AiLv,3,203,11,iyxoao,NW,test,non-word,1,489,39,keypress
0AiLv,1,74,10,ekewdgccn,NW,catch,non-word,1,542,39,keypress
0AiLv,3,205,11,choker,CW,test,word,1,655,39,keypress
0AiLv,4,326,11,dare,SW,catch,word,1,568,39,keypress
0AiLv,4,327,11,iuuv,NW,test,non-word,1,541,39,keypress
0AiLv,4,328,11,wondfood,SPW,test,non-word,1,714,39,keypress
0AiLv,1,78,10,ewbv,NW,test,non-word,1,495,39,keypress
0AiLv,1,51,15,dnuapoi,NW,test,non-word,1,535,39,keypress
0AiLv,1,46,11,osotsrw,NW,test,non-word,1,518,39,keypress
0AiLv,1,47,11,adapter,CW,test,word,1,586,39,keypress
0AiLv,3,293,10,earlier,CW,test,word,1,590,39,keypress
0AiLv,1,48,10,seemize,CPW,test,non-word,1,652,39,keypress
0AiLv,2,142,10,diswist,SPW,test,non-word,1,675,39,keypress
0AiLv,2,129,15,sportant,CPW,test,non-word,1,733,39,keypress
0AiLv,2,132,15,sediment,SW,test,word,1,763,39,keypress
0AiLv,4,340,11,languor,SW,test,non-word,0,613,39,keypress
0AiLv,4,343,11,stuse,SPW,test,non-word,1,772,39,keypress
0AiLv,2,134,15,talkism,CPW,test,non-word,1,709,39,keypress
0AiLv,1,90,10,fiendify,CPW,test,non-word,1,835,39,keypress
0AiLv,4,345,11,baseless,CW,test,word,1,899,39,keypress
0AiLv,1,98,10,lame,SW,test,word,1,593,39,keypress
0AiLv,4,348,11,indigenous,SW,test,word,1,920,39,keypress
0AiLv,1,61,11,skatous,CPW,test,non-word,1,687,39,keypress
0AiLv,1,62,11,rdwkt,NW,test,non-word,1,483,39,keypress
0AiLv,1,27,15,smudgary,CPW,test,non-word,1,862,39,keypress
0AiLv,3,223,15,sender,CW,test,word,1,701,39,keypress
0AiLv,2,111,10,fleco,SPW,test,non-word,1,720,39,keypress
0AiLv,3,269,15,coolie,SW,test,non-word,0,971,39,keypress
0AiLv,3,270,15,bearal,CPW,test,non-word,1,860,39,keypress
0AiLv,4,308,15,madly,CW,test,word,1,534,39,keypress
0AiLv,2,140,11,repeatedly,CW,test,word,1,681,39,keypress
0AiLv,4,309,15,tongue,SW,test,word,1,545,39,keypress
0AiLv,2,107,11,ananell,SPW,test,non-word,1,534,39,keypress
0AiLv,3,273,15,threaten,CW,test,word,1,576,39,keypress
0AiLv,2,156,10,remene,SPW,test,non-word,1,652,39,keypress
0AiLv,1,76,15,smoke,SW,catch,word,1,508,39,keypress
0AiLv,1,31,10,gruseric,SPW,test,non-word,1,841,39,keypress
0AiLv,2,159,15,siroitic,SPW,test,non-word,1,694,39,keypress
0AiLv,2,117,15,romper,CW,test,word,1,1214,39,keypress
0AiLv,3,202,11,dreamless,CW,test,word,1,833,39,keypress
0AiLv,2,125,10,pelbesium,SPW,test,non-word,1,559,39,keypress
0AiLv,1,44,15,skew,SW,test,word,1,606,39,keypress
0AiLv,1,46,15,glousack,SPW,test,non-word,1,821,39,keypress
0AiLv,4,360,10,assess,SW,test,word,1,1087,39,keypress
0AiLv,4,361,10,ilmwgyo,NW,test,non-word,1,545,39,keypress
0AiLv,4,362,10,sheepable,CPW,test,non-word,1,972,39,keypress
0AiLv,1,50,15,organism,CW,test,word,1,694,39,keypress
0AiLv,2,167,10,commops,SPW,test,non-word,1,772,39,keypress
0AiLv,2,123,15,itbuoaoa,NW,test,non-word,1,581,39,keypress
0AiLv,4,365,10,zeitgeist,SW,test,non-word,0,516,39,keypress
0AiLv,4,366,10,cranint,SPW,test,non-word,1,862,39,keypress
0AiLv,4,338,15,storey,SW,test,non-word,0,770,39,keypress
0AiLv,2,170,11,eydmcm,NW,test,non-word,1,543,39,keypress
0AiLv,2,143,10,sticky,CW,test,word,1,710,39,keypress
0AiLv,4,376,10,caribou,SW,test,word,1,779,39,keypress
0AiLv,1,57,15,ray,SW,catch,word,1,708,39,keypress
0AiLv,4,387,11,honey,SW,catch,word,1,569,39,keypress
0AiLv,2,181,15,pliper,SPW,test,non-word,1,700,39,keypress
0AiLv,1,16,11,betterment,CW,test,word,1,1041,39,keypress
0AiLv,2,183,15,sluggish,CW,test,word,1,704,39,keypress
0AiLv,2,184,15,lustal,CPW,test,non-word,1,763,39,keypress
0AiLv,3,262,10,faft,SPW,test,non-word,1,806,39,keypress
0AiLv,2,138,15,remotely,CW,test,word,1,601,39,keypress
0AiLv,4,349,11,brols,SPW,test,non-word,1,580,39,keypress
0AiLv,2,185,10,squash,SW,test,word,1,894,39,keypress
0AiLv,1,24,15,flashy,CW,test,word,1,738,39,keypress
0AiLv,3,224,15,uhgtdl,NW,test,non-word,1,444,39,keypress
0AiLv,2,137,11,puntut,SPW,test,non-word,1,544,39,keypress
0AiLv,2,138,11,wordless,CW,test,word,1,796,39,keypress
0AiLv,1,63,10,caxanezic,SPW,test,non-word,1,589,39,keypress
0AiLv,2,110,15,cordity,CPW,test,non-word,1,882,39,keypress
0AiLv,2,108,10,undies,SW,test,word,1,753,39,keypress
0AiLv,4,310,15,daemon,SW,test,non-word,0,1187,39,keypress
0AiLv,4,311,15,tend,SW,test,word,1,694,39,keypress
0AiLv,3,235,10,agreic,CPW,test,non-word,1,682,39,keypress
0AiLv,4,361,11,ochbmnu,NW,test,non-word,1,505,39,keypress
0AiLv,4,362,11,combat,SW,test,word,1,610,39,keypress
0AiLv,3,280,11,among,SW,test,word,1,608,39,keypress
0AiLv,4,355,10,scrip,SW,test,non-word,0,848,39,keypress
0AiLv,4,356,10,existary,CPW,test,non-word,1,687,39,keypress
0AiLv,3,291,11,drug,SW,test,word,1,747,39,keypress
0AiLv,3,288,11,heavenary,CPW,test,non-word,1,794,39,keypress
0AiLv,1,90,15,trullys,SPW,test,non-word,1,681,39,keypress
0AiLv,1,92,15,bhvhnrt,NW,test,non-word,1,541,39,keypress
0AiLv,1,45,10,ymlrwv,NW,test,non-word,1,530,39,keypress
0AiLv,1,94,15,finality,CW,test,word,1,830,39,keypress
0AiLv,2,170,10,tmrfl,NW,test,non-word,1,512,39,keypress
0AiLv,2,122,15,poacher,CW,test,word,1,698,39,keypress
0AiLv,2,133,10,relentless,CW,test,word,1,657,39,keypress
0AiLv,4,335,15,thorny,CW,test,word,1,646,39,keypress
0AiLv,3,291,10,nbhv,NW,test,non-word,1,507,39,keypress
0AiLv,4,374,10,yjv,NW,test,non-word,1,498,39,keypress
0AiLv,4,375,10,trite,SW,test,word,1,827,39,keypress
0AiLv,1,50,11,scuffle,SW,test,word,1,850,39,keypress
0AiLv,2,172,11,brutal,CW,test,word,1,568,39,keypress
0AiLv,2,173,11,addime,SPW,test,non-word,1,801,39,keypress
0AiLv,4,344,15,air,SW,catch,word,1,595,39,keypress
0AiLv,2,178,10,tweer,SPW,test,non-word,1,820,39,keypress
0AiLv,2,179,10,shyer,CW,test,word,1,973,39,keypress
0AiLv,3,220,15,crypten,CPW,test,non-word,1,707,39,keypress
0AiLv,4,346,15,plutul,SPW,test,non-word,1,633,39,keypress
0AiLv,4,347,15,groovist,CPW,test,non-word,1,681,39,keypress
0AiLv,3,260,10,yfhdg,NW,test,non-word,1,448,39,keypress
0AiLv,4,348,15,riotence,CPW,test,non-word,1,656,39,keypress
0AiLv,1,100,11,piut,SPW,test,non-word,1,580,39,keypress
0AiLv,2,181,11,stocums,SPW,test,non-word,1,673,39,keypress
0AiLv,2,109,10,tegules,SPW,test,non-word,1,665,39,keypress
0AiLv,3,225,15,ringery,CPW,test,non-word,1,832,39,keypress
